0.03299999999999992 1009.609 2000
0.08400000000000007 1008.485 2000
0.1359999999999999 1011.939 2000
0.18300000000000005 1007.008 2000
0.20900000000000007 1011.085 2000
0.2390000000000001 1006.904 2000
0.2869999999999999 1009.766 2000
0.32099999999999995 1005.558 2000
0.33299999999999996 1009.434 2000
0.383 1009.637 2000
0.4099999999999999 1010.914 2000
0.43100000000000005 1009.09 2000
0.43399999999999994 1011.778 2000
0.484 1012.467 2000
0.534 1014.934 2000
0.5840000000000001 1052.615 2000
0.633 1052.306 2000
0.6859999999999999 1058.979 2000
0.734 1062.108 2000
0.7829999999999999 1064.019 2000
0.833 1070.049 2000
0.883 1073.557 2000
0.9339999999999999 1073.916 2000
0.958 1071.332 2000
0.9850000000000001 1074.178 2000
1.0379999999999998 1076.424 2000
1.0830000000000002 1078.454 2000
1.108 1081.779 2000
1.134 1084.266 2000
1.1829999999999998 1084.953 2000
1.209 1088.901 2000
1.233 1090.12 2000
1.258 1091.631 2000
1.2839999999999998 1098.296 2000
1.327 1096.891 2000
1.3330000000000002 1098.453 2000
1.384 1100.074 2000
1.4140000000000001 1099.56 2000
1.4369999999999998 1101.393 2000
1.459 1104.553 2000
1.484 1107.69 2000
1.533 1110.13 2000
1.5830000000000002 1112.541 2000
1.609 1120.472 2000
1.633 1127.76 2000
1.686 1129.702 2000
1.7080000000000002 1133.501 2000
1.733 1134.651 2000
1.758 1139.45 2000
1.7839999999999998 1143.813 2000
1.8330000000000002 1160.354 2000
1.892 1164.543 2000
1.9329999999999998 1170.516 2000
1.9580000000000002 1173.415 2000
1.984 1174.469 2000
2.033 1180.267 2000
2.083 1183.689 2000
2.108 1187.786 2000
2.134 1189.86 2000
2.159 1192.763 2000
2.184 1195.496 2000
2.239 1200.56 2000
2.302 1202.831 2000
2.334 1203.128 2000
2.383 1208.046 2000
2.409 1210.852 2000
2.433 1216.332 2000
2.459 1221.189 2000
2.484 1226.498 2000
2.533 1236.436 2000
2.583 1236.964 2000
2.609 1243.742 2000
2.633 1244.208 2000
2.684 1251.331 2000
2.709 1255.3 2000
2.733 1257.854 2000
2.759 1262.66 2000
2.784 1272.192 2000
2.833 1274.83 2000
2.884 1275.584 2000
2.908 1283.603 2000
2.934 1284.784 2000
2.963 1288.855 2000
2.99 1294.13 2000
3.013 1300.191 2000
3.034 1305.705 2000
3.083 1311.337 2000
3.109 1313.912 2000
3.159 1319.154 2000
3.2110000000000003 1322.417 2000
3.258 1336.484 2000
3.2830000000000004 1337.066 2000
3.309 1346.768 2000
3.3499999999999996 1341.183 2000
3.3579999999999997 1344.689 2000
3.383 1345.207 2000
3.4080000000000004 1351.299 2000
3.433 1358.065 2000
3.458 1364.532 2000
3.484 1369.886 2000
3.5330000000000004 1375.182 2000
3.583 1372.112 2000
3.614 1370.729 2000
3.636 1383.508 2000
3.641 1383.473 2000
3.71 1390.292 2000
3.7329999999999997 1386.043 2000
3.7590000000000003 1392.467 2000
3.809 1398.861 2000
3.8579999999999997 1399.6 2000
3.909 1400.072 2000
3.9589999999999996 1410.83 2000
4.009 1408.847 2000
4.058 1414.995 2000
4.089 1409.096 2000
4.108 1410.263 2000
4.183 1410.156 2000
4.208 1411.817 2000
4.233 1406.592 2000
4.259 1410.17 2000
4.286 1400.392 2000
4.311 1404.683 2000
4.358 1414.841 2000
4.408 1411.344 2000
4.459 1416.139 2000
4.508 1416.971 2000
4.533 1422.142 2000
4.559 1423.017 2000
4.583 1423.288 2000
4.618 1424.109 2000
4.658 1425.786 2000
4.683 1425.82 2000
4.733 1429.708 2000
4.759 1435.587 2000
4.808 1444.318 2000
4.858 1451.762 2000
4.933 1455.454 2000
4.962 1464.136 2000
5.034 1469.917 2000
5.058 1477.887 2000
5.111 1483.052 2000
5.158 1488.177 2000
5.183 1495.873 2000
5.209 1496.081 2000
5.233 1495.666 2000
5.288 1514.382 2000
5.309 1520.768 2000
5.358 1534.541 2000
5.408 1542.08 2000
5.459 1549.838 2000
5.508 1550.437 2000
5.508 1556.259 2000
5.559 1559.66 2000
5.583 1559.686 2000
5.608 1563.11 2000
5.635 1573.944 2000
5.66 1580.38 2000
5.733 1585.249 2000
5.759 1598.057 2000
5.808 1605.415 2000
5.858 1603.039 2000
6.058 1601.607 2000
6.108 1606.638 2000
6.164 1614.031 2000
6.208 1626.741 2000
6.258 1632.774 2000
6.309 1641.25 2000
6.358 1650.463 2000
6.397 1648.926 2000
6.424 1649.332 2000
6.458 1658.374 2000
6.535 1668.416 2000
6.583 1672.535 2000
6.634 1684.13 2000
6.659 1684.441 2000
6.709 1692.793 2000
6.783 1700.0 2000
6.808 1700.0 2000
6.858 1700.0 2000
6.94 1700.0 2000
6.987 1700.0 2000
7.01 1700.0 2000
7.058999999999999 1700.0 2000
7.1080000000000005 1700.0 2000
7.161 1700.0 2000
7.183 1700.0 2000
7.208 1700.0 2000
7.257999999999999 1700.0 2000
7.3100000000000005 1700.0 2000
7.359 1692.306 2000
7.407 1699.283 2000
7.413 1688.41 2000
7.438000000000001 1688.41 2000
7.4830000000000005 1688.395 2000
7.5329999999999995 1692.248 2000
7.583 1692.533 2000
7.638 1694.088 2000
7.663 1690.768 2000
7.683999999999999 1690.768 2000
7.734 1686.814 2000
7.7780000000000005 1691.134 2000
7.7829999999999995 1691.134 2000
7.808999999999999 1683.668 2000
7.882999999999999 1682.441 2000
7.958 1679.162 2000
8.133 1679.183 2000
8.188 1679.235 2000
8.21 1679.235 2000
8.234 1679.21 2000
8.258 1679.297 2000
8.283 1679.297 2000
8.335 1679.314 2000
8.386 1679.314 2000
8.406 1679.176 2000
8.433 1679.228 2000
8.484 1679.301 2000
8.535 1679.402 2000
8.584 1679.276 2000
8.633 1679.397 2000
8.659 1679.392 2000
8.683 1679.266 2000
8.707 1679.266 2000
8.758 1679.302 2000
8.784 1679.302 2000
8.833 1679.182 2000
8.884 1679.44 2000
8.959 1679.467 2000
8.986 1679.365 2000
9.133 1679.508 2000
9.334 1679.63 2000
9.416 1679.516 2000
9.484 1679.71 2000
9.533 1679.647 2000
