0 200 0
0 360 0
0 520 0
0 680 0
0 840 0
0 1000 0
0 1160 0
0 1320 0
0 1480 0
0 1640 0
0 1800 0
0 1960 0
0 2120 0
0 2280 0
0 2440 0
0 2600 0
0 2760 0
0 2920 0
0 3080 0
0 3240 0
0 3400 0
0 3560 0
0 3720 0
0 3880 0
0 4040 0
0 4200 0
0 4360 0
0 4520 0
0 4680 0
0 4840 0
0 5000 0
0 5160 0
0 5320 0
0 5480 0
0 5640 0
0 5800 0
0 5960 0
0 6120 0
0 6280 0
0 6440 0
0 6600 0
0 6760 0
0 6920 0
0 7080 0
0 7240 0
0 7400 0
0 7560 0
0 7720 0
0 7880 0
0 8040 0
0.00390625 200 0
0.00390625 360 0
0.00390625 520 0
0.00390625 680 0
0.00390625 840 0
0.00390625 1000 0
0.00390625 1160 0
0.00390625 1320 0
0.00390625 1480 0
0.00390625 1640 0
0.00390625 1800 0
0.00390625 1960 0
0.00390625 2120 0
0.00390625 2280 0
0.00390625 2440 0
0.00390625 2600 0.0118577
0.00390625 2760 0.0491803
0.00390625 2920 0.0940171
0.00390625 3080 0.127753
0.00390625 3240 0.137778
0.00390625 3400 0.127753
0.00390625 3560 0.122807
0.00390625 3720 0.117904
0.00390625 3880 0.113043
0.00390625 4040 0.113043
0.00390625 4200 0.103448
0.00390625 4360 0.103448
0.00390625 4520 0.0987124
0.00390625 4680 0.0940171
0.00390625 4840 0.0893617
0.00390625 5000 0.0893617
0.00390625 5160 0.0847458
0.00390625 5320 0.0847458
0.00390625 5480 0.0801688
0.00390625 5640 0.0756303
0.00390625 5800 0.0756303
0.00390625 5960 0.0756303
0.00390625 6120 0.0711297
0.00390625 6280 0.0711297
0.00390625 6440 0.0666667
0.00390625 6600 0.0666667
0.00390625 6760 0.0622407
0.00390625 6920 0.0622407
0.00390625 7080 0.0622407
0.00390625 7240 0.0578512
0.00390625 7400 0.0578512
0.00390625 7560 0.0578512
0.00390625 7720 0.0578512
0.00390625 7880 0.0534979
0.00390625 8040 0.0534979
0.0078125 200 0
0.0078125 360 0
0.0078125 520 0
0.0078125 680 0
0.0078125 840 0
0.0078125 1000 0
0.0078125 1160 0
0.0078125 1320 0
0.0078125 1480 0
0.0078125 1640 0
0.0078125 1800 0
0.0078125 1960 0
0.0078125 2120 0.015873
