-41,125000
0,125000
0,583350
11,583350
11,583350
23,583350
23,583350
40,583350
40,583350
42,583350
42,583350
44,583350
44,583350
47,583350
47,583350
49,583350
49,583350
52,583350
52,583350
54,583350
54,583350
57,583350
57,583350
59,583350
59,583350
62,583350
62,583350
64,583350
64,583350
67,583350
67,583350
69,583350
69,583350
72,583350
72,583350
74,583350
74,583350
80,583350
80,583350
82,583350
82,583350
84,583350
84,583350
87,583350
87,583350
89,583350
89,583350
92,583350
92,583350
94,583350
94,583350
97,583350
97,583350
99,583350
99,583350
100,583350
100,583350
102,583350
102,583350
104,583350
104,583350
107,583350
107,583350
109,583350
109,583350
111,583350
111,583350
112,583350
112,583350
114,583350
114,583350
120,583350
120,583350
122,583350
122,583350
123,583350
123,583350
124,583350
124,583350
127,583350
127,583350
129,583350
129,583350
132,583350
132,583350
134,583350
134,583350
137,583350
137,583350
139,583350
139,583350
140,583350
140,583350
142,583350
142,583350
142,583350
142,583350
144,583350
144,583350
144,583350
144,583350
147,583350
147,583350
147,583350
147,583350
149,583350
149,583350
149,583350
149,583350
152,583350
152,583350
152,583350
152,583350
154,583350
154,583350
154,583350
154,583350
157,583350
157,583350
159,583350
159,583350
160,583350
160,583350
162,583350
162,583350
162,583350
162,583350
164,583350
164,583350
164,583350
164,583350
167,583350
167,583350
167,583350
167,583350
169,583350
169,583350
169,583350
169,583350
172,583350
172,583350
172,583350
172,583350
174,583350
174,583350
174,583350
174,583350
177,583350
177,583350
179,583350
179,583350
180,583350
180,583350
182,583350
182,583350
182,583350
182,583350
184,583350
184,583350
184,583350
184,583350
187,583350
187,583350
187,583350
187,583350
189,583350
189,583350
189,583350
189,583350
192,583350
192,583350
192,583350
192,583350
194,583350
194,583350
194,583350
194,583350
197,583350
197,583350
199,583350
199,583350
200,583350
200,583350
202,583350
202,583350
202,583350
202,583350
204,583350
204,583350
204,583350
204,583350
207,583350
207,583350
207,583350
207,583350
209,583350
209,583350
209,583350
209,583350
212,583350
212,583350
212,583350
212,583350
214,583350
214,583350
214,583350
214,583350
217,583350
217,583350
219,583350
219,583350
220,583350
220,583350
222,583350
222,583350
222,583350
222,583350
224,583350
224,583350
224,583350
224,583350
227,583350
227,583350
227,583350
227,583350
229,583350
229,583350
229,583350
229,583350
232,583350
232,583350
232,583350
232,583350
234,583350
234,583350
234,583350
234,583350
237,583350
237,583350
239,583350
239,583350
240,583350
240,583350
242,583350
242,583350
242,583350
242,583350
244,583350
244,583350
244,583350
244,583350
247,583350
247,583350
247,583350
247,583350
249,583350
249,583350
249,583350
249,583350
252,583350
252,583350
252,583350
252,583350
254,583350
254,583350
254,583350
254,583350
257,583350
257,583350
259,583350
259,583350
260,583350
260,583350
262,583350
262,583350
262,583350
262,583350
264,583350
264,583350
264,583350
264,583350
267,583350
267,583350
267,583350
267,583350
269,583350
269,583350
269,583350
269,583350
272,583350
272,583350
272,583350
272,583350
274,583350
274,583350
274,583350
274,583350
277,583350
277,583350
279,583350
279,583350
280,583350
280,583350
282,583350
282,583350
282,583350
282,583350
