0.05992662046473707 470
0.10069302894415011 450
0.14145943742356293 450
0.26375866286180183 450
0.30452507134121487 460
0.3452914798206279 460
0.38605788830004073 450
0.4675907052588668 460
0.5898899306971057 450
0.6714227476559316 440
0.9160211985324094 450
0.9567876070118224 440
0.9975540154912352 470
1.038320423970648 460
1.079086832450061 460
1.1198532409294741 450
1.1606196494088872 450
1.2421524663677133 470
1.2829188748471259 460
1.323685283326539 460
1.445984508764778 450
1.486750917244191 430
1.5682837342030167 450
1.6498165511618428 460
1.6905829596412558 450
1.7721157766000815 430
1.8128821850794945 450
1.8944150020383206 470
1.9351814105177336 470
1.9759478189971462 470
2.0574806359559723 490
2.1390134529147984 470
2.1797798613942114 460
2.220546269873624 460
2.30207908683245 460
2.342845495311863 460
2.546677537708928 470
2.587443946188341 470
2.7097431716265796 420
2.7912759885854057 440
3.6881369751324913 490
3.8512026090501426 480
3.891969017529556 480
3.9327354260089686 470
3.973501834488382 470
4.014268242967795 470
4.095801059926621 480
4.136567468406033 480
4.177333876885447 510
4.258866693844272 470
4.299633102323686 470
4.340399510803098 470
4.421932327761924 480
4.462698736241337 460
4.584997961679576 470
4.625764370158989 470
4.707297187117815 490
4.788830004076641 470
4.829596412556054 480
4.870362821035467 470
4.951895637994292 470
4.992662046473706 460
5.0334284549531185 480
5.155727680391358 460
5.196494088870771 470
5.278026905829597 480
5.359559722788423 490
5.4003261312678354 470
5.644924582144313 480
5.767223807582552 490
5.807990216061965 480
5.889523033020791 470
5.930289441500204 510
6.2156543008560945 450
6.256420709335508 480
6.297187117814921 520
6.337953526294334 520
6.419486343253159 490
6.541785568691399 500
6.582551977170811 480
6.6640847941296375 500
6.70485120260905 520
6.786384019567876 500
6.82715042804729 490
6.990216061964941 490
7.153281695882592 480
7.316347329800244 490
7.397880146759071 490
7.438646555238483 500
7.4794129637178965 500
7.560945780676722 520
7.601712189156135 500
7.683245006114962 490
7.805544231553201 500
7.968609865470853 500
8.050142682429678 500
8.131675499388503 500
8.172441907867917 480
8.253974724826742 500
8.335507541785569 500
8.580105992662046 500
8.661638809620873 520
8.702405218100285 490
8.824704443538524 500
8.90623726049735 490
8.947003668976764 480
9.02853648593559 500
9.069302894415003 500
9.110069302894415 490
9.150835711373828 470
9.232368528332653 480
9.354667753770894 500
9.436200570729719 500
9.476966979209132 480
9.517733387688544 500
9.599266204647371 500
9.72156543008561 490
9.925397472482674 520
10.047696697920914 530
10.12922951487974 580
10.169995923359153 650
10.210762331838565 640
10.251528740317978 720
10.333061557276805 920
10.373827965756217 1020
10.41459437423563 1120
10.455360782715044 1190
10.496127191194455 1240
10.536893599673869 1420
10.618426416632696 1410
10.659192825112108 1580
10.699959233591521 1570
10.740725642070934 1780
10.781492050550346 1870
10.82225845902976 1930
10.903791275988585 2060
10.944557684467998 2220
10.985324092947412 2200
11.026090501426825 2360
11.066856909906237 2470
11.10762331838565 2460
11.148389726865064 2600
11.189156135344476 2730
11.22992254382389 2780
11.270688952303303 2830
11.311455360782716 2920
11.392988177741541 3030
11.433754586220955 3120
11.474520994700367 3120
11.51528740317978 3360
11.556053811659194 3410
11.596820220138605 3540
11.637586628618019 3590
11.719119445576846 3620
11.759885854056257 3750
11.800652262535671 3780
11.841418671015084 3860
11.882185079494496 3890
11.92295148797391 4020
11.963717896453323 4140
12.004484304932737 4280
12.045250713412148 4270
12.126783530370975 4450
12.167549938850387 4570
12.2083163473298 4560
12.412148389726866 4630
12.493681206685691 4610
12.534447615165105 4660
12.656746840603343 4580
12.697513249082757 4640
12.738279657562169 4640
12.779046066041582 4650
12.860578883000407 4700
12.90134529147982 4700
12.942111699959234 4670
12.982878108438648 4710
13.02364451691806 4700
13.227476559315125 4670
13.431308601712189 4560
13.675907052588668 4480
13.798206278026907 4000
14.00203832042397 4300
14.165103954341623 4170
14.287403179779862 4440
14.532001630656339 4270
14.735833673053405 4170
14.898899306971057 4100
14.939665715450468 4090
15.10273134936812 4060
15.551161842641665 3970
15.673461068079902 3930
